1|690|620
2|690|730
3|690|800
4|42|443
5|555|459
6|235|970
7|565|1145
8|44|1113
9|83|988
10|675|1075
11|675|1150
12|675|1230
13|620|1200
14|80|1040
15|50|1150
16|635|1120
17|670|64
18|150|29
19|46|771
20|47|942
21|51|1105
22|358|175
23|357|1234
24|171|945
25|169|756
26|200|650
27|305|752
28|305|420
29|95|100
30|95|180
31|95|260
32|95|340
33|95|420
34|95|500
35|480|580
36|340|890
37|270|890
38|200|890
39|170|1000
40|360|890
41|120|890
42|350|710
43|290|710
44|230|710
45|170|710
